lcl|CDHK01000001.1_cds_CEJ53651.1_1	PMG11_00001
lcl|CDHK01000004.1_cds_CEO59824.1_4704	PMG11_04479
lcl|CDHK01000004.1_cds_CEO59825.1_4705	PMG11_04480
lcl|CDHK01000004.1_cds_CEO59826.1_4706	PMG11_04481
lcl|CDHK01000004.1_cds_CEO59827.1_4707	PMG11_04482
lcl|CDHK01000004.1_cds_CEO59828.1_4708	PMG11_04483
lcl|CDHK01000004.1_cds_CEO59829.1_4709	PMG11_04484
lcl|CDHK01000004.1_cds_CEO59830.1_4710	PMG11_04485
lcl|CDHK01000004.1_cds_CEO59831.1_4711	PMG11_04486
lcl|CDHK01000004.1_cds_CEO59832.1_4712	PMG11_04487
lcl|CDHK01000004.1_cds_CEO59833.1_4713	PMG11_04488
lcl|CDHK01000004.1_cds_CEO59834.1_4714	PMG11_04489
lcl|CDHK01000004.1_cds_CEO59835.1_4715	PMG11_04491
lcl|CDHK01000004.1_cds_CEO59836.1_4716	PMG11_04490
lcl|CDHK01000004.1_cds_CEO59837.1_4717	PMG11_04492
lcl|CDHK01000004.1_cds_CEO59838.1_4718	PMG11_04493
lcl|CDHK01000004.1_cds_CEO59839.1_4719	PMG11_04494
lcl|CDHK01000004.1_cds_CEO59840.1_4720	PMG11_04495
lcl|CDHK01000004.1_cds_CEO59841.1_4721	PMG11_04496
lcl|CDHK01000004.1_cds_CEO59842.1_4722	PMG11_04497
lcl|CDHK01000004.1_cds_CEO59844.1_4723	PMG11_04498
lcl|CDHK01000004.1_cds_CEO59843.1_4724	PMG11_04498
lcl|CDHK01000004.1_cds_CEO59845.1_4725	PMG11_04498
lcl|CDHK01000004.1_cds_CEO59846.1_4726	PMG11_04499
lcl|CDHK01000004.1_cds_CEO59847.1_4727	PMG11_04500
lcl|CDHK01000004.1_cds_CEO59848.1_4728	PMG11_04501
lcl|CDHK01000004.1_cds_CEO59849.1_4729	PMG11_04502
lcl|CDHK01000004.1_cds_CEO59850.1_4730	PMG11_04503
lcl|CDHK01000004.1_cds_CEO59851.1_4731	PMG11_04504
lcl|CDHK01000004.1_cds_CEO59852.1_4732	PMG11_04505
lcl|CDHK01000004.1_cds_CEO59853.1_4733	PMG11_04506
lcl|CDHK01000004.1_cds_CEO59854.1_4734	PMG11_04507
lcl|CDHK01000004.1_cds_CEO59855.1_4735	PMG11_04508
lcl|CDHK01000004.1_cds_CEO59856.1_4736	PMG11_04509
lcl|CDHK01000004.1_cds_CEO59857.1_4737	PMG11_04510
lcl|CDHK01000004.1_cds_CEO59858.1_4738	PMG11_04511
lcl|CDHK01000004.1_cds_CEO59859.1_4739	PMG11_04512
lcl|CDHK01000004.1_cds_CEO59860.1_4740	PMG11_04513
lcl|CDHK01000004.1_cds_CEO59861.1_4741	PMG11_04514
lcl|CDHK01000004.1_cds_CEO59862.1_4742	PMG11_04514
lcl|CDHK01000004.1_cds_CEO59863.1_4743	PMG11_04515
lcl|CDHK01000004.1_cds_CEO59865.1_4744	PMG11_04516
lcl|CDHK01000004.1_cds_CEO59864.1_4745	PMG11_04516
lcl|CDHK01000004.1_cds_CEO59866.1_4746	PMG11_04517
lcl|CDHK01000004.1_cds_CEO59867.1_4747	PMG11_04518
lcl|CDHK01000004.1_cds_CEO59868.1_4748	PMG11_04519
lcl|CDHK01000004.1_cds_CEO59869.1_4749	PMG11_04520
lcl|CDHK01000004.1_cds_CEO59870.1_4750	PMG11_04521
lcl|CDHK01000004.1_cds_CEO59871.1_4751	PMG11_04522
lcl|CDHK01000004.1_cds_CEO59872.1_4752	PMG11_04523
lcl|CDHK01000004.1_cds_CEO59873.1_4753	PMG11_04524
lcl|CDHK01000004.1_cds_CEO59874.1_4754	PMG11_04524
lcl|CDHK01000004.1_cds_CEO59875.1_4755	PMG11_04525
lcl|CDHK01000004.1_cds_CEO59876.1_4756	PMG11_04526
lcl|CDHK01000004.1_cds_CEO59877.1_4757	PMG11_04527
lcl|CDHK01000004.1_cds_CEO59878.1_4758	PMG11_04528
lcl|CDHK01000004.1_cds_CEO59879.1_4759	PMG11_04530
lcl|CDHK01000004.1_cds_CEO59880.1_4760	PMG11_04529
lcl|CDHK01000004.1_cds_CEO59881.1_4761	PMG11_04531
lcl|CDHK01000004.1_cds_CEO59882.1_4762	PMG11_04532
lcl|CDHK01000004.1_cds_CEO59883.1_4763	PMG11_04533
lcl|CDHK01000004.1_cds_CEO59884.1_4764	PMG11_04534
lcl|CDHK01000004.1_cds_CEO59885.1_4765	PMG11_04535
lcl|CDHK01000004.1_cds_CEO59886.1_4766	PMG11_04536
lcl|CDHK01000004.1_cds_CEO59887.1_4767	PMG11_04537
lcl|CDHK01000004.1_cds_CEO59888.1_4768	PMG11_04538
lcl|CDHK01000004.1_cds_CEO59889.1_4769	PMG11_04539
lcl|CDHK01000004.1_cds_CEO59890.1_4770	PMG11_04540
lcl|CDHK01000004.1_cds_CEO59891.1_4771	PMG11_04541
lcl|CDHK01000004.1_cds_CEO59892.1_4772	PMG11_04542
lcl|CDHK01000004.1_cds_CEO59893.1_4773	PMG11_04543
lcl|CDHK01000004.1_cds_CEO59894.1_4774	PMG11_04544
lcl|CDHK01000004.1_cds_CEO59895.1_4775	PMG11_04545
lcl|CDHK01000004.1_cds_CEO59896.1_4776	PMG11_04546
lcl|CDHK01000004.1_cds_CEO59897.1_4777	PMG11_04547
lcl|CDHK01000004.1_cds_CEO59898.1_4778	PMG11_04548
lcl|CDHK01000004.1_cds_CEO59899.1_4779	PMG11_04549
lcl|CDHK01000004.1_cds_CEO59900.1_4780	PMG11_04550
lcl|CDHK01000004.1_cds_CEO59901.1_4781	PMG11_04551
lcl|CDHK01000004.1_cds_CEO59902.1_4782	PMG11_04552
lcl|CDHK01000004.1_cds_CEO59903.1_4783	PMG11_04553
lcl|CDHK01000004.1_cds_CEO59904.1_4784	PMG11_04554
lcl|CDHK01000004.1_cds_CEO59905.1_4785	PMG11_04555
lcl|CDHK01000004.1_cds_CEO59906.1_4786	PMG11_04556
lcl|CDHK01000004.1_cds_CEO59907.1_4787	PMG11_04557
lcl|CDHK01000004.1_cds_CEO59908.1_4788	PMG11_04558
lcl|CDHK01000004.1_cds_CEO59909.1_4789	PMG11_04559
lcl|CDHK01000004.1_cds_CEO59910.1_4790	PMG11_04560
lcl|CDHK01000004.1_cds_CEO59911.1_4791	PMG11_04561
lcl|CDHK01000004.1_cds_CEO59912.1_4792	PMG11_04562
lcl|CDHK01000004.1_cds_CEO59913.1_4793	PMG11_04563
lcl|CDHK01000004.1_cds_CEO59914.1_4794	PMG11_04564
lcl|CDHK01000004.1_cds_CEO59915.1_4795	PMG11_04565
lcl|CDHK01000004.1_cds_CEO59916.1_4796	PMG11_04566
lcl|CDHK01000004.1_cds_CEO59917.1_4797	PMG11_04567
lcl|CDHK01000004.1_cds_CEO59918.1_4798	PMG11_04569
lcl|CDHK01000004.1_cds_CEO59919.1_4799	PMG11_04568
lcl|CDHK01000004.1_cds_CEO59920.1_4800	PMG11_04570
lcl|CDHK01000004.1_cds_CEO59921.1_4801	PMG11_04571
lcl|CDHK01000004.1_cds_CEO59922.1_4802	PMG11_04573
lcl|CDHK01000004.1_cds_CEO59923.1_4803	PMG11_04572
lcl|CDHK01000004.1_cds_CEO59924.1_4804	PMG11_04574
lcl|CDHK01000004.1_cds_CEO59925.1_4805	PMG11_04575
lcl|CDHK01000004.1_cds_CEO59926.1_4806	PMG11_04576
lcl|CDHK01000004.1_cds_CEO59927.1_4807	PMG11_04577
lcl|CDHK01000004.1_cds_CEO59928.1_4808	PMG11_04578
lcl|CDHK01000004.1_cds_CEO59929.1_4809	PMG11_04579
lcl|CDHK01000004.1_cds_CEO59931.1_4810	PMG11_04579
lcl|CDHK01000004.1_cds_CEO59930.1_4811	PMG11_04579
lcl|CDHK01000004.1_cds_CEO59932.1_4812	PMG11_04580
lcl|CDHK01000004.1_cds_CEO59933.1_4813	PMG11_04581
lcl|CDHK01000004.1_cds_CEO59934.1_4814	PMG11_04582
lcl|CDHK01000004.1_cds_CEO59935.1_4815	PMG11_04583
lcl|CDHK01000004.1_cds_CEO59936.1_4816	PMG11_04584
lcl|CDHK01000004.1_cds_CEO59937.1_4817	PMG11_04585
lcl|CDHK01000004.1_cds_CEO59938.1_4818	PMG11_04586
lcl|CDHK01000004.1_cds_CEO59939.1_4819	PMG11_04587
lcl|CDHK01000004.1_cds_CEO59940.1_4820	PMG11_04588
lcl|CDHK01000004.1_cds_CEO59941.1_4821	PMG11_04589
lcl|CDHK01000004.1_cds_CEO59942.1_4822	PMG11_04590
lcl|CDHK01000004.1_cds_CEO59943.1_4823	PMG11_04591
lcl|CDHK01000004.1_cds_CEO59944.1_4824	PMG11_04592
lcl|CDHK01000004.1_cds_CEO59945.1_4825	PMG11_04593
lcl|CDHK01000004.1_cds_CEO59946.1_4826	PMG11_04594
lcl|CDHK01000004.1_cds_CEO59947.1_4827	PMG11_04595
lcl|CDHK01000004.1_cds_CEO59948.1_4828	PMG11_04596
lcl|CDHK01000004.1_cds_CEO59949.1_4829	PMG11_04597
lcl|CDHK01000004.1_cds_CEO59950.1_4830	PMG11_04598
lcl|CDHK01000004.1_cds_CEO59951.1_4831	PMG11_04599
lcl|CDHK01000004.1_cds_CEO59952.1_4832	PMG11_04600
lcl|CDHK01000004.1_cds_CEO59953.1_4833	PMG11_04601
lcl|CDHK01000004.1_cds_CEO59954.1_4834	PMG11_04602
lcl|CDHK01000004.1_cds_CEO59955.1_4835	PMG11_04603
lcl|CDHK01000004.1_cds_CEO59956.1_4836	PMG11_04604
lcl|CDHK01000004.1_cds_CEO59957.1_4837	PMG11_04605
lcl|CDHK01000004.1_cds_CEO59958.1_4838	PMG11_04606
lcl|CDHK01000004.1_cds_CEO59959.1_4839	PMG11_04607
lcl|CDHK01000004.1_cds_CEO59960.1_4840	PMG11_04608
lcl|CDHK01000004.1_cds_CEO59961.1_4841	PMG11_04609
lcl|CDHK01000004.1_cds_CEO59962.1_4842	PMG11_04610
lcl|CDHK01000004.1_cds_CEO59963.1_4843	PMG11_04611
lcl|CDHK01000004.1_cds_CEO59964.1_4844	PMG11_04612
lcl|CDHK01000004.1_cds_CEO59965.1_4845	PMG11_04612
lcl|CDHK01000004.1_cds_CEO59966.1_4846	PMG11_04613
lcl|CDHK01000004.1_cds_CEO59967.1_4847	PMG11_04614
lcl|CDHK01000004.1_cds_CEO59968.1_4848	PMG11_04615
lcl|CDHK01000004.1_cds_CEO59969.1_4849	PMG11_04616
lcl|CDHK01000004.1_cds_CEO59970.1_4850	PMG11_04617
lcl|CDHK01000004.1_cds_CEO59971.1_4851	PMG11_04618
lcl|CDHK01000004.1_cds_CEO59972.1_4852	PMG11_04619
lcl|CDHK01000004.1_cds_CEO59973.1_4853	PMG11_04620
lcl|CDHK01000004.1_cds_CEO59974.1_4854	PMG11_04621
lcl|CDHK01000004.1_cds_CEO59975.1_4855	PMG11_04622
lcl|CDHK01000004.1_cds_CEO59976.1_4856	PMG11_04623
lcl|CDHK01000004.1_cds_CEO59977.1_4857	PMG11_04624
lcl|CDHK01000004.1_cds_CEO59978.1_4858	PMG11_04625
lcl|CDHK01000004.1_cds_CEO59979.1_4859	PMG11_04626
lcl|CDHK01000004.1_cds_CEO59980.1_4860	PMG11_04627
lcl|CDHK01000004.1_cds_CEO59981.1_4861	PMG11_04628
lcl|CDHK01000004.1_cds_CEO59982.1_4862	PMG11_04629
lcl|CDHK01000004.1_cds_CEO59983.1_4863	PMG11_04630
lcl|CDHK01000004.1_cds_CEO59984.1_4864	PMG11_04631
lcl|CDHK01000004.1_cds_CEO59985.1_4865	PMG11_04632
lcl|CDHK01000004.1_cds_CEO59986.1_4866	PMG11_04632
lcl|CDHK01000004.1_cds_CEO59988.1_4867	PMG11_04633
lcl|CDHK01000004.1_cds_CEO59987.1_4868	PMG11_04633
lcl|CDHK01000004.1_cds_CEO59989.1_4869	PMG11_04634
lcl|CDHK01000004.1_cds_CEO59990.1_4870	PMG11_04635
lcl|CDHK01000004.1_cds_CEO59991.1_4871	PMG11_04636
lcl|CDHK01000004.1_cds_CEO59992.1_4872	PMG11_04636
lcl|CDHK01000004.1_cds_CEO59993.1_4873	PMG11_04637
lcl|CDHK01000004.1_cds_CEO59994.1_4874	PMG11_04638
lcl|CDHK01000004.1_cds_CEO59995.1_4875	PMG11_04639
lcl|CDHK01000004.1_cds_CEO59996.1_4876	PMG11_04640
lcl|CDHK01000004.1_cds_CEO59997.1_4877	PMG11_04641
lcl|CDHK01000004.1_cds_CEO59998.1_4878	PMG11_04642
lcl|CDHK01000004.1_cds_CEO59999.1_4879	PMG11_04643
lcl|CDHK01000004.1_cds_CEO60000.1_4880	PMG11_04644
lcl|CDHK01000004.1_cds_CEO60001.1_4881	PMG11_04645
lcl|CDHK01000004.1_cds_CEO60002.1_4882	PMG11_04646
lcl|CDHK01000004.1_cds_CEO60003.1_4883	PMG11_04647
lcl|CDHK01000004.1_cds_CEO60004.1_4884	PMG11_04648
lcl|CDHK01000004.1_cds_CEO60005.1_4885	PMG11_04649
lcl|CDHK01000004.1_cds_CEO60006.1_4886	PMG11_04650
lcl|CDHK01000004.1_cds_CEO60007.1_4887	PMG11_04651
lcl|CDHK01000004.1_cds_CEO60008.1_4888	PMG11_04652
lcl|CDHK01000004.1_cds_CEO60009.1_4889	PMG11_04653
lcl|CDHK01000004.1_cds_CEO60010.1_4890	PMG11_04654
lcl|CDHK01000004.1_cds_CEO60011.1_4891	PMG11_04655
lcl|CDHK01000004.1_cds_CEO60012.1_4892	PMG11_04656
lcl|CDHK01000004.1_cds_CEO60013.1_4893	PMG11_04657
lcl|CDHK01000004.1_cds_CEO60014.1_4894	PMG11_04658
lcl|CDHK01000004.1_cds_CEO60015.1_4895	PMG11_04659
lcl|CDHK01000004.1_cds_CEO60016.1_4896	PMG11_04660
lcl|CDHK01000004.1_cds_CEO60017.1_4897	PMG11_04661
lcl|CDHK01000004.1_cds_CEO60018.1_4898	PMG11_04661
lcl|CDHK01000004.1_cds_CEO60019.1_4899	PMG11_04662
lcl|CDHK01000004.1_cds_CEO60020.1_4900	PMG11_04663
lcl|CDHK01000004.1_cds_CEO60021.1_4901	PMG11_04664
lcl|CDHK01000004.1_cds_CEO60022.1_4902	PMG11_04665
lcl|CDHK01000004.1_cds_CEO60023.1_4903	PMG11_04666
lcl|CDHK01000004.1_cds_CEO60024.1_4904	PMG11_04667
lcl|CDHK01000004.1_cds_CEO60025.1_4905	PMG11_04668
lcl|CDHK01000004.1_cds_CEO60026.1_4906	PMG11_04669
lcl|CDHK01000004.1_cds_CEO60027.1_4907	PMG11_04670
lcl|CDHK01000004.1_cds_CEO60028.1_4908	PMG11_04671
lcl|CDHK01000004.1_cds_CEO60029.1_4909	PMG11_04672
lcl|CDHK01000004.1_cds_CEO60030.1_4910	PMG11_04673
lcl|CDHK01000004.1_cds_CEO60031.1_4911	PMG11_04674
lcl|CDHK01000004.1_cds_CEO60032.1_4912	PMG11_04675
lcl|CDHK01000004.1_cds_CEO60033.1_4913	PMG11_04676
lcl|CDHK01000004.1_cds_CEO60034.1_4914	PMG11_04677
lcl|CDHK01000004.1_cds_CEO60035.1_4915	PMG11_04678
lcl|CDHK01000004.1_cds_CEO60036.1_4916	PMG11_04679
lcl|CDHK01000004.1_cds_CEO60037.1_4917	PMG11_04680
lcl|CDHK01000004.1_cds_CEO60038.1_4918	PMG11_04681
lcl|CDHK01000004.1_cds_CEO60039.1_4919	PMG11_04682
lcl|CDHK01000004.1_cds_CEO60040.1_4920	PMG11_04683
lcl|CDHK01000004.1_cds_CEO60041.1_4921	PMG11_04684
lcl|CDHK01000004.1_cds_CEO60042.1_4922	PMG11_04685
lcl|CDHK01000004.1_cds_CEO60043.1_4923	PMG11_04686
lcl|CDHK01000004.1_cds_CEO60044.1_4924	PMG11_04687
lcl|CDHK01000004.1_cds_CEO60045.1_4925	PMG11_04688
lcl|CDHK01000004.1_cds_CEO60046.1_4926	PMG11_04689
lcl|CDHK01000004.1_cds_CEO60047.1_4927	PMG11_04690
lcl|CDHK01000004.1_cds_CEO60048.1_4928	PMG11_04691
lcl|CDHK01000004.1_cds_CEO60049.1_4929	PMG11_04692
lcl|CDHK01000004.1_cds_CEO60050.1_4930	PMG11_04693
lcl|CDHK01000004.1_cds_CEO60051.1_4931	PMG11_04694
lcl|CDHK01000004.1_cds_CEO60052.1_4932	PMG11_04695
lcl|CDHK01000004.1_cds_CEO60053.1_4933	PMG11_04696
lcl|CDHK01000004.1_cds_CEO60054.1_4934	PMG11_04697
lcl|CDHK01000004.1_cds_CEO60055.1_4935	PMG11_04698
lcl|CDHK01000004.1_cds_CEO60056.1_4936	PMG11_04699
lcl|CDHK01000004.1_cds_CEO60057.1_4937	PMG11_04700
lcl|CDHK01000004.1_cds_CEO60058.1_4938	PMG11_04701
lcl|CDHK01000004.1_cds_CEO60059.1_4939	PMG11_04702
lcl|CDHK01000004.1_cds_CEO60060.1_4940	PMG11_04703
lcl|CDHK01000004.1_cds_CEO60061.1_4941	PMG11_04704
lcl|CDHK01000004.1_cds_CEO60062.1_4942	PMG11_04705
lcl|CDHK01000004.1_cds_CEO60063.1_4943	PMG11_04706
lcl|CDHK01000004.1_cds_CEO60064.1_4944	PMG11_04707
lcl|CDHK01000004.1_cds_CEO60065.1_4945	PMG11_04708
lcl|CDHK01000004.1_cds_CEO60066.1_4946	PMG11_04709
lcl|CDHK01000004.1_cds_CEO60067.1_4947	PMG11_04710
lcl|CDHK01000004.1_cds_CEO60068.1_4948	PMG11_04711
lcl|CDHK01000004.1_cds_CEO60069.1_4949	PMG11_04712
lcl|CDHK01000004.1_cds_CEO60070.1_4950	PMG11_04713
lcl|CDHK01000004.1_cds_CEO60071.1_4951	PMG11_04714
lcl|CDHK01000004.1_cds_CEO60072.1_4952	PMG11_04715
lcl|CDHK01000004.1_cds_CEO60073.1_4953	PMG11_04716
lcl|CDHK01000004.1_cds_CEO60074.1_4954	PMG11_04717
lcl|CDHK01000004.1_cds_CEO60075.1_4955	PMG11_04718
lcl|CDHK01000004.1_cds_CEO60076.1_4956	PMG11_04719
lcl|CDHK01000004.1_cds_CEO60077.1_4957	PMG11_04720
lcl|CDHK01000004.1_cds_CEO60078.1_4958	PMG11_04721
lcl|CDHK01000004.1_cds_CEO60079.1_4959	PMG11_04722
lcl|CDHK01000004.1_cds_CEO60080.1_4960	PMG11_04723
lcl|CDHK01000004.1_cds_CEO60081.1_4961	PMG11_04724
lcl|CDHK01000004.1_cds_CEO60082.1_4962	PMG11_04725
lcl|CDHK01000004.1_cds_CEO60083.1_4963	PMG11_04726
lcl|CDHK01000004.1_cds_CEO60084.1_4964	PMG11_04727
lcl|CDHK01000004.1_cds_CEO60085.1_4965	PMG11_04728
lcl|CDHK01000004.1_cds_CEO60086.1_4966	PMG11_04729
lcl|CDHK01000004.1_cds_CEO60087.1_4967	PMG11_04730
lcl|CDHK01000004.1_cds_CEO60088.1_4968	PMG11_04731
lcl|CDHK01000004.1_cds_CEO60089.1_4969	PMG11_04732
lcl|CDHK01000004.1_cds_CEO60090.1_4970	PMG11_04733
lcl|CDHK01000004.1_cds_CEO60091.1_4971	PMG11_04734
lcl|CDHK01000004.1_cds_CEO60092.1_4972	PMG11_04734
lcl|CDHK01000004.1_cds_CEO60093.1_4973	PMG11_04735
lcl|CDHK01000004.1_cds_CEO60094.1_4974	PMG11_04736
lcl|CDHK01000004.1_cds_CEO60095.1_4975	PMG11_04737
lcl|CDHK01000004.1_cds_CEO60096.1_4976	PMG11_04738
lcl|CDHK01000004.1_cds_CEO60097.1_4977	PMG11_04739
lcl|CDHK01000004.1_cds_CEO60098.1_4978	PMG11_04740
lcl|CDHK01000004.1_cds_CEO60100.1_4979	PMG11_04741
lcl|CDHK01000004.1_cds_CEO60099.1_4980	PMG11_04741
lcl|CDHK01000004.1_cds_CEO60101.1_4981	PMG11_04742
lcl|CDHK01000004.1_cds_CEO60102.1_4982	PMG11_04743
lcl|CDHK01000004.1_cds_CEO60103.1_4983	PMG11_04744
lcl|CDHK01000004.1_cds_CEO60104.1_4984	PMG11_04745
lcl|CDHK01000004.1_cds_CEO60105.1_4985	PMG11_04746
lcl|CDHK01000004.1_cds_CEO60106.1_4986	PMG11_04747
lcl|CDHK01000004.1_cds_CEO60107.1_4987	PMG11_04748
lcl|CDHK01000004.1_cds_CEO60108.1_4988	PMG11_04749
lcl|CDHK01000004.1_cds_CEO60109.1_4989	PMG11_04750
lcl|CDHK01000004.1_cds_CEO60110.1_4990	PMG11_04751
lcl|CDHK01000004.1_cds_CEO60111.1_4991	PMG11_04752
lcl|CDHK01000004.1_cds_CEO60112.1_4992	PMG11_04753
lcl|CDHK01000004.1_cds_CEO60113.1_4993	PMG11_04754
lcl|CDHK01000004.1_cds_CEO60114.1_4994	PMG11_04755
lcl|CDHK01000004.1_cds_CEO60115.1_4995	PMG11_04755
lcl|CDHK01000004.1_cds_CEO60116.1_4996	PMG11_04756
lcl|CDHK01000004.1_cds_CEO60117.1_4997	PMG11_04757
lcl|CDHK01000004.1_cds_CEO60118.1_4998	PMG11_04758
lcl|CDHK01000004.1_cds_CEO60119.1_4999	PMG11_04759
lcl|CDHK01000004.1_cds_CEO60120.1_5000	PMG11_04760
lcl|CDHK01000004.1_cds_CEO60121.1_5001	PMG11_04761
lcl|CDHK01000004.1_cds_CEO60122.1_5002	PMG11_04762
lcl|CDHK01000004.1_cds_CEO60123.1_5003	PMG11_04763
lcl|CDHK01000004.1_cds_CEO60124.1_5004	PMG11_04764
lcl|CDHK01000004.1_cds_CEO60125.1_5005	PMG11_04765
lcl|CDHK01000004.1_cds_CEO60126.1_5006	PMG11_04766
lcl|CDHK01000004.1_cds_CEO60127.1_5007	PMG11_04767
lcl|CDHK01000004.1_cds_CEO60128.1_5008	PMG11_04768
lcl|CDHK01000004.1_cds_CEO60129.1_5009	PMG11_04769
lcl|CDHK01000004.1_cds_CEO60130.1_5010	PMG11_04770
lcl|CDHK01000004.1_cds_CEO60131.1_5011	PMG11_04771
lcl|CDHK01000004.1_cds_CEO60132.1_5012	PMG11_04772
lcl|CDHK01000004.1_cds_CEO60133.1_5013	PMG11_04773
lcl|CDHK01000004.1_cds_CEO60134.1_5014	PMG11_04774
lcl|CDHK01000004.1_cds_CEO60135.1_5015	PMG11_04775
lcl|CDHK01000004.1_cds_CEO60136.1_5016	PMG11_04776
lcl|CDHK01000004.1_cds_CEO60137.1_5017	PMG11_04777
lcl|CDHK01000004.1_cds_CEO60138.1_5018	PMG11_04777
lcl|CDHK01000004.1_cds_CEO60139.1_5019	PMG11_04778
lcl|CDHK01000004.1_cds_CEO60140.1_5020	PMG11_04779
lcl|CDHK01000004.1_cds_CEO60141.1_5021	PMG11_04781
lcl|CDHK01000004.1_cds_CEO60142.1_5022	PMG11_04780
lcl|CDHK01000004.1_cds_CEO60143.1_5023	PMG11_04782
lcl|CDHK01000004.1_cds_CEO60144.1_5024	PMG11_04783
lcl|CDHK01000004.1_cds_CEO60145.1_5025	PMG11_04785
lcl|CDHK01000004.1_cds_CEO60146.1_5026	PMG11_04784
lcl|CDHK01000004.1_cds_CEO60147.1_5027	PMG11_04786
lcl|CDHK01000004.1_cds_CEO60148.1_5028	PMG11_04787
lcl|CDHK01000004.1_cds_CEO60149.1_5029	PMG11_04788
lcl|CDHK01000004.1_cds_CEO60150.1_5030	PMG11_04789
lcl|CDHK01000004.1_cds_CEO60151.1_5031	PMG11_04790
lcl|CDHK01000004.1_cds_CEO60152.1_5032	PMG11_04791
lcl|CDHK01000004.1_cds_CEO60153.1_5033	PMG11_04792
lcl|CDHK01000004.1_cds_CEO60154.1_5034	PMG11_04793
lcl|CDHK01000004.1_cds_CEO60155.1_5035	PMG11_04794
lcl|CDHK01000004.1_cds_CEO60156.1_5036	PMG11_04795
lcl|CDHK01000004.1_cds_CEO60157.1_5037	PMG11_04796
lcl|CDHK01000004.1_cds_CEO60158.1_5038	PMG11_04797
lcl|CDHK01000004.1_cds_CEO60159.1_5039	PMG11_04798
lcl|CDHK01000004.1_cds_CEO60160.1_5040	PMG11_04799
lcl|CDHK01000004.1_cds_CEO60161.1_5041	PMG11_04800
lcl|CDHK01000004.1_cds_CEO60162.1_5042	PMG11_04801
lcl|CDHK01000004.1_cds_CEO60163.1_5043	PMG11_04802
lcl|CDHK01000004.1_cds_CEO60164.1_5044	PMG11_04803
lcl|CDHK01000004.1_cds_CEO60165.1_5045	PMG11_04804
lcl|CDHK01000004.1_cds_CEO60166.1_5046	PMG11_04805
lcl|CDHK01000004.1_cds_CEO60167.1_5047	PMG11_04806
lcl|CDHK01000004.1_cds_CEO60168.1_5048	PMG11_04807
lcl|CDHK01000004.1_cds_CEO60169.1_5049	PMG11_04808
lcl|CDHK01000004.1_cds_CEO60170.1_5050	PMG11_04809
lcl|CDHK01000004.1_cds_CEO60171.1_5051	PMG11_04810
lcl|CDHK01000004.1_cds_CEO60172.1_5052	PMG11_04811
lcl|CDHK01000004.1_cds_CEO60173.1_5053	PMG11_04812
lcl|CDHK01000004.1_cds_CEO60174.1_5054	PMG11_04813
lcl|CDHK01000004.1_cds_CEO60175.1_5055	PMG11_04814
lcl|CDHK01000004.1_cds_CEO60176.1_5056	PMG11_04815
lcl|CDHK01000004.1_cds_CEO60177.1_5057	PMG11_04816
lcl|CDHK01000004.1_cds_CEO60178.1_5058	PMG11_04816
lcl|CDHK01000004.1_cds_CEO60179.1_5059	PMG11_04817
lcl|CDHK01000004.1_cds_CEO60180.1_5060	PMG11_04818
lcl|CDHK01000004.1_cds_CEO60181.1_5061	PMG11_04819
lcl|CDHK01000004.1_cds_CEO60182.1_5062	PMG11_04820
lcl|CDHK01000004.1_cds_CEO60183.1_5063	PMG11_04821
lcl|CDHK01000004.1_cds_CEO60184.1_5064	PMG11_04822
lcl|CDHK01000004.1_cds_CEO60185.1_5065	PMG11_04823
lcl|CDHK01000004.1_cds_CEO60186.1_5066	PMG11_04824
lcl|CDHK01000004.1_cds_CEO60187.1_5067	PMG11_04825
lcl|CDHK01000004.1_cds_CEO60188.1_5068	PMG11_04826
lcl|CDHK01000004.1_cds_CEO60189.1_5069	PMG11_04827
lcl|CDHK01000004.1_cds_CEO60190.1_5070	PMG11_04828
lcl|CDHK01000004.1_cds_CEO60191.1_5071	PMG11_04829
lcl|CDHK01000004.1_cds_CEO60192.1_5072	PMG11_04830
lcl|CDHK01000004.1_cds_CEO60193.1_5073	PMG11_04831
lcl|CDHK01000004.1_cds_CEO60194.1_5074	PMG11_04832
lcl|CDHK01000004.1_cds_CEO60195.1_5075	PMG11_04833
lcl|CDHK01000004.1_cds_CEO60196.1_5076	PMG11_04834
lcl|CDHK01000004.1_cds_CEO60197.1_5077	PMG11_04835
lcl|CDHK01000004.1_cds_CEO60198.1_5078	PMG11_04836
lcl|CDHK01000004.1_cds_CEO60199.1_5079	PMG11_04837
lcl|CDHK01000004.1_cds_CEO60200.1_5080	PMG11_04838
lcl|CDHK01000004.1_cds_CEO60201.1_5081	PMG11_04839
lcl|CDHK01000004.1_cds_CEO60202.1_5082	PMG11_04840
lcl|CDHK01000004.1_cds_CEO60203.1_5083	PMG11_04841
lcl|CDHK01000004.1_cds_CEO60204.1_5084	PMG11_04842
lcl|CDHK01000004.1_cds_CEO60205.1_5085	PMG11_04843
lcl|CDHK01000004.1_cds_CEO60206.1_5086	PMG11_04844
lcl|CDHK01000004.1_cds_CEO60207.1_5087	PMG11_04845
lcl|CDHK01000004.1_cds_CEO60208.1_5088	PMG11_04846
lcl|CDHK01000004.1_cds_CEO60209.1_5089	PMG11_04847
lcl|CDHK01000004.1_cds_CEO60210.1_5090	PMG11_04848
