locus_tag	chrom	start	end	strand	product
PMG11_06013	CDHK01000005.1	1478804	1480312	+	Putative Ferulic acid decarboxylase 1
PMG11_06014	CDHK01000005.1	1481518	1481775	+	hypothetical protein
PMG11_06015	CDHK01000005.1	1481952	1482882	+	hypothetical protein
PMG11_06016	CDHK01000005.1	1483838	1484250	+	Putative Function: TNA1 of S. cerevisiae is a high affinity plasma membrane permease
PMG11_06017	CDHK01000005.1	1486239	1487774	-	hypothetical protein
PMG11_06018	CDHK01000005.1	1490442	1491329	-	hypothetical protein
PMG11_06019	CDHK01000005.1	1493564	1494678	+	hypothetical protein
PMG11_06020	CDHK01000005.1	1494776	1495646	-	Putative D-alanine transfer protein
PMG11_06021	CDHK01000005.1	1496912	1498072	-	hypothetical protein
PMG11_06022	CDHK01000005.1	1498207	1499430	+	Putative ATP-dependent Clp protease proteolytic subunit
PMG11_06023	CDHK01000005.1	1498894	1500832	-	hypothetical protein
PMG11_06024	CDHK01000005.1	1500946	1503008	-	Putative Aspartyl aminopeptidase
PMG11_06025	CDHK01000005.1	1503423	1506957	+	Putative Cell cycle regulatory protein
PMG11_06026	CDHK01000005.1	1507898	1509337	-	hypothetical protein
PMG11_06027	CDHK01000005.1	1509403	1511137	+	hypothetical protein
PMG11_06028	CDHK01000005.1	1511612	1516103	+	Putative Structural maintenance of chromosomes protein
PMG11_06029	CDHK01000005.1	1517169	1518907	+	hypothetical protein
PMG11_06030	CDHK01000005.1	1522500	1524828	+	hypothetical protein
PMG11_06031	CDHK01000005.1	1525034	1527035	-	hypothetical protein
PMG11_06032	CDHK01000005.1	1527588	1530185	+	hypothetical protein
PMG11_06033	CDHK01000005.1	1530338	1531337	+	Putative Transcriptional regulatory protein moc3
PMG11_06034	CDHK01000005.1	1531506	1533070	+	hypothetical protein
PMG11_06035	CDHK01000005.1	1533706	1535809	+	hypothetical protein
PMG11_06036	CDHK01000005.1	1536519	1538290	+	Putative Ca2-binding transmembrane protein LETM1/MRS7
PMG11_06037	CDHK01000005.1	1538975	1542181	+	Putative NUDIX domain protein
PMG11_06038	CDHK01000005.1	1542366	1545391	+	hypothetical protein
PMG11_06039	CDHK01000005.1	1547262	1548157	+	hypothetical protein
PMG11_06040	CDHK01000005.1	1548401	1549378	-	hypothetical protein
PMG11_06041	CDHK01000005.1	1552831	1555297	+	hypothetical protein
PMG11_06042	CDHK01000005.1	1555664	1557075	-	Putative Related to leucoanthocyanidin dioxygenase
PMG11_06043	CDHK01000005.1	1557826	1558303	+	Putative Protein mmf2, mitochondrial
PMG11_06044	CDHK01000005.1	1558914	1559726	-	Putative 5-keto-4-deoxy-D-glucarate aldolase
PMG11_06045	CDHK01000005.1	1560077	1562100	+	Putative Pantothenate transporter
PMG11_06046	CDHK01000005.1	1562901	1564643	-	hypothetical protein
PMG11_06047	CDHK01000005.1	1565041	1566739	+	hypothetical protein
PMG11_06048	CDHK01000005.1	1566966	1567331	-	hypothetical protein
PMG11_06049	CDHK01000005.1	1568686	1570156	+	hypothetical protein
PMG11_06050	CDHK01000005.1	1570274	1574430	+	Putative Alpha-mannosidase
PMG11_06051	CDHK01000005.1	1574068	1574992	-	hypothetical protein
PMG11_06052	CDHK01000005.1	1575291	1576177	+	Putative Ctr copper transporter
PMG11_06053	CDHK01000005.1	1576201	1578168	-	Putative F-box and JmjC domain protein
PMG11_06054	CDHK01000005.1	1578477	1580118	+	Putative Translation initiation factor
PMG11_06055	CDHK01000005.1	1581002	1582221	+	hypothetical protein
PMG11_06056	CDHK01000005.1	1582769	1583852	+	hypothetical protein
PMG11_06057	CDHK01000005.1	1583013	1585427	-	hypothetical protein
PMG11_06058	CDHK01000005.1	1590618	1592477	+	hypothetical protein
PMG11_06059	CDHK01000005.1	1592737	1594270	+	Putative Remark: the ORF contains a PWI motif
PMG11_06060	CDHK01000005.1	1593316	1598311	-	hypothetical protein
PMG11_06061	CDHK01000005.1	1602075	1605290	+	Putative Dual specificity serine/threonine and tyrosine kinase
PMG11_06062	CDHK01000005.1	1605351	1606838	-	Putative Ribosome biogenesis protein nsa2
PMG11_06063	CDHK01000005.1	1607151	1609913	-	hypothetical protein
PMG11_06064	CDHK01000005.1	1607241	1608035	+	hypothetical protein
PMG11_06065	CDHK01000005.1	1610854	1612278	-	hypothetical protein
PMG11_06066	CDHK01000005.1	1614408	1617755	+	Putative Remark: S. cerevisiae homolog YIL130w contains GAL4 zinc binuclear cluster domain
PMG11_06067	CDHK01000005.1	1617736	1621584	-	hypothetical protein
PMG11_06068	CDHK01000005.1	1623452	1624268	-	Putative Polymerase (RNA) II (DNA directed) polypeptide D
PMG11_06069	CDHK01000005.1	1624667	1626250	-	Putative tRNA (guanine(37)-N1)-methyltransferase
PMG11_06070	CDHK01000005.1	1628591	1630624	+	hypothetical protein
PMG11_06071	CDHK01000005.1	1630868	1632279	-	hypothetical protein
PMG11_06072	CDHK01000005.1	1632434	1634501	+	hypothetical protein
PMG11_06073	CDHK01000005.1	1634934	1636827	-	Putative Related to nicotinamide mononucleotide permease
PMG11_06074	CDHK01000005.1	1638057	1641217	-	Putative PX domain-containing protein
PMG11_06075	CDHK01000005.1	1642348	1647004	-	hypothetical protein
PMG11_06076	CDHK01000005.1	1649208	1654369	+	Putative Peroxisome assembly factor 2
PMG11_06077	CDHK01000005.1	1654703	1655917	+	hypothetical protein
PMG11_06078	CDHK01000005.1	1656780	1660628	+	hypothetical protein
PMG11_06079	CDHK01000005.1	1660980	1662642	-	hypothetical protein
PMG11_06080	CDHK01000005.1	1664177	1665168	-	hypothetical protein
PMG11_06081	CDHK01000005.1	1666730	1667934	+	hypothetical protein
PMG11_06082	CDHK01000005.1	1668252	1670401	+	Putative Amino acid permease
PMG11_06083	CDHK01000005.1	1671142	1672107	+	Putative Dehydrogenase with different specificitie
PMG11_06084	CDHK01000005.1	1672224	1674094	+	hypothetical protein
PMG11_06085	CDHK01000005.1	1674083	1674688	-	hypothetical protein
PMG11_06086	CDHK01000005.1	1676073	1677901	-	hypothetical protein
PMG11_06087	CDHK01000005.1	1677479	1682049	+	hypothetical protein
PMG11_06088	CDHK01000005.1	1682186	1683433	+	Putative Lipoyl synthase, mitochondrial
PMG11_06089	CDHK01000005.1	1684138	1685630	-	Putative Phosphoserine phosphatase
PMG11_06090	CDHK01000005.1	1686573	1687586	+	Putative 3'-phosphoadenosine-5'-phosphosulfate reductase
PMG11_06091	CDHK01000005.1	1688264	1689858	-	Putative Beta-1,6-glucanase
PMG11_06092	CDHK01000005.1	1691799	1693463	+	hypothetical protein
PMG11_06093	CDHK01000005.1	1694064	1695656	+	hypothetical protein
PMG11_06094	CDHK01000005.1	1696418	1700108	-	Putative Function: production of cell wall-degrading enzymes
PMG11_06095	CDHK01000005.1	1700482	1702110	-	Putative Small nucleolar ribonucleoprotein complex subunit Utp15
PMG11_06096	CDHK01000005.1	1703550	1706694	+	Putative Conserved serine proline-rich protein
PMG11_06097	CDHK01000005.1	1706825	1707981	+	Putative Phytanoyl-CoA dioxygenase family protein
PMG11_06098	CDHK01000005.1	1708564	1713011	+	Putative DNA-directed RNA polymerase
PMG11_06099	CDHK01000005.1	1712999	1716639	+	hypothetical protein
PMG11_06100	CDHK01000005.1	1716603	1722430	-	hypothetical protein
PMG11_06101	CDHK01000005.1	1722528	1725170	+	Putative Sec1 family protein
PMG11_06102	CDHK01000005.1	1726482	1727067	+	hypothetical protein
PMG11_06103	CDHK01000005.1	1727636	1730302	+	hypothetical protein
PMG11_06104	CDHK01000005.1	1732662	1734487	+	hypothetical protein
PMG11_06105	CDHK01000005.1	1735536	1736672	-	hypothetical protein
PMG11_06106	CDHK01000005.1	1736736	1741740	+	hypothetical protein
PMG11_06107	CDHK01000005.1	1740641	1741622	-	hypothetical protein
PMG11_06108	CDHK01000005.1	1742086	1743068	-	hypothetical protein
PMG11_06109	CDHK01000005.1	1758505	1762467	+	Putative GATA-type sexual development transcription factor NsdD
PMG11_06110	CDHK01000005.1	1771671	1773712	-	Putative Carboxylesterase family protein
PMG11_06111	CDHK01000005.1	1777108	1779456	-	Putative Glutamate-cysteine ligase
PMG11_06112	CDHK01000005.1	1780626	1781092	-	Putative NADH-ubiquinone oxidoreductase B18 subunit
PMG11_06113	CDHK01000005.1	1781150	1784208	+	Putative ANK-repeat protein MBP1
PMG11_06114	CDHK01000005.1	1785074	1788593	+	hypothetical protein
PMG11_06115	CDHK01000005.1	1788839	1792267	-	hypothetical protein
PMG11_06116	CDHK01000005.1	1796491	1797677	-	hypothetical protein
PMG11_06117	CDHK01000005.1	1798436	1799704	-	hypothetical protein
PMG11_06118	CDHK01000005.1	1800634	1802318	+	hypothetical protein
PMG11_06119	CDHK01000005.1	1802968	1806070	-	hypothetical protein
PMG11_06120	CDHK01000005.1	1806140	1811521	-	Putative Phosphatidylserine decarboxylase
PMG11_06121	CDHK01000005.1	1811906	1813953	-	Putative Permease of the major facilitator superfamily
PMG11_06122	CDHK01000005.1	1814258	1816071	+	Putative Serine/threonine-protein kinase prk1
PMG11_06123	CDHK01000005.1	1814938	1818658	-	Putative Zinc finger domain-containing protein
PMG11_06124	CDHK01000005.1	1818883	1822119	+	Putative Minichromosome maintenance protein 2
PMG11_06125	CDHK01000005.1	1822614	1825259	-	Putative Pal1 cell morphology protein
PMG11_06126	CDHK01000005.1	1827103	1829579	-	hypothetical protein
PMG11_06127	CDHK01000005.1	1830516	1830941	+	Putative Mediator of RNA polymerase II transcription subunit 31
PMG11_06128	CDHK01000005.1	1832027	1835641	+	hypothetical protein
PMG11_06129	CDHK01000005.1	1836315	1837295	-	Putative Palmitoyl-protein thioesterase
PMG11_06130	CDHK01000005.1	1837540	1839510	+	hypothetical protein
PMG11_06131	CDHK01000005.1	1840740	1841324	+	hypothetical protein
PMG11_06132	CDHK01000005.1	1841403	1842392	+	hypothetical protein
PMG11_06133	CDHK01000005.1	1842537	1843550	+	hypothetical protein
PMG11_06134	CDHK01000005.1	1846755	1847775	-	hypothetical protein
PMG11_06135	CDHK01000005.1	1848007	1848949	+	hypothetical protein
PMG11_06136	CDHK01000005.1	1850780	1852673	+	hypothetical protein
PMG11_06137	CDHK01000005.1	1853490	1854850	-	hypothetical protein
PMG11_06138	CDHK01000005.1	1855156	1856112	-	Putative Nicotinamide N-methyltransferase Nnt1
PMG11_06139	CDHK01000005.1	1857184	1857666	+	Putative Podospora anserina S mat genomic DNA chromosome 2, supercontig 2
PMG11_06140	CDHK01000005.1	1858623	1859078	-	hypothetical protein
PMG11_06141	CDHK01000005.1	1859913	1861067	+	hypothetical protein
PMG11_06142	CDHK01000005.1	1861187	1864759	-	Putative Acetamidase
PMG11_06143	CDHK01000005.1	1863482	1863928	+	hypothetical protein
PMG11_06144	CDHK01000005.1	1864069	1864836	+	hypothetical protein
PMG11_06145	CDHK01000005.1	1865856	1867191	+	hypothetical protein
PMG11_06146	CDHK01000005.1	1871781	1875213	+	hypothetical protein
PMG11_06147	CDHK01000005.1	1876996	1877610	-	hypothetical protein
PMG11_06148	CDHK01000005.1	1879219	1880881	-	Putative Metacaspase CasB
PMG11_06149	CDHK01000005.1	1882697	1884856	+	hypothetical protein
PMG11_06150	CDHK01000005.1	1885051	1887069	-	hypothetical protein
PMG11_06151	CDHK01000005.1	1888275	1891124	+	hypothetical protein
PMG11_06152	CDHK01000005.1	1891342	1893547	-	hypothetical protein
PMG11_06153	CDHK01000005.1	1896515	1899746	+	hypothetical protein
PMG11_06154	CDHK01000005.1	1901521	1902384	+	hypothetical protein
PMG11_06155	CDHK01000005.1	1906068	1907895	+	hypothetical protein
PMG11_06156	CDHK01000005.1	1908696	1910725	-	hypothetical protein
PMG11_06157	CDHK01000005.1	1912457	1916906	-	Putative Pfs, NB-ARC and TPR domain protein (JCVI)
PMG11_06158	CDHK01000005.1	1921301	1921693	-	hypothetical protein
PMG11_06159	CDHK01000005.1	1922978	1925191	-	hypothetical protein
PMG11_06160	CDHK01000005.1	1926045	1927622	+	hypothetical protein
PMG11_06161	CDHK01000005.1	1927679	1928119	-	hypothetical protein
PMG11_06162	CDHK01000005.1	1930030	1930716	-	hypothetical protein
PMG11_06163	CDHK01000005.1	1931454	1932337	-	Putative CsbD domain-containing protein
PMG11_06164	CDHK01000005.1	1932986	1935652	-	Putative Indoleamine 2,3-dioxygenase subfamily
PMG11_06165	CDHK01000005.1	1936806	1939034	-	hypothetical protein
PMG11_06166	CDHK01000005.1	1940291	1942779	+	hypothetical protein
PMG11_06167	CDHK01000005.1	1941584	1944661	-	Putative tRNA splicing protein
PMG11_06168	CDHK01000005.1	1944724	1946854	+	Putative BAR adaptor protein RVS167
PMG11_06169	CDHK01000005.1	1947770	1949060	-	hypothetical protein
PMG11_06170	CDHK01000005.1	1951617	1952985	+	hypothetical protein
PMG11_06171	CDHK01000005.1	1953313	1954494	-	hypothetical protein
PMG11_06172	CDHK01000005.1	1955711	1957378	+	Putative 2,4-dienoyl-CoA reductase
PMG11_06173	CDHK01000005.1	1957757	1959721	+	Putative ESCRT-I component
PMG11_06174	CDHK01000005.1	1960057	1962793	-	hypothetical protein
PMG11_06175	CDHK01000005.1	1964726	1968809	+	Putative Glycosyltransferase family 2 protein
PMG11_06176	CDHK01000005.1	1969139	1969947	+	Putative NEDD8-conjugating enzyme Ubc12
PMG11_06177	CDHK01000005.1	1970645	1971235	-	Putative Cytochrome c oxidase subunit 7A
PMG11_06178	CDHK01000005.1	1971362	1973143	+	hypothetical protein
PMG11_06179	CDHK01000005.1	1973089	1973721	-	hypothetical protein
PMG11_06180	CDHK01000005.1	1973263	1976479	+	hypothetical protein
PMG11_06181	CDHK01000005.1	1975259	1976443	-	Putative Threonine dehydratase
PMG11_06182	CDHK01000005.1	1976809	1978071	-	Putative Ketol-acid reductoisomerase mitochondrial
PMG11_06183	CDHK01000005.1	1979021	1981294	-	hypothetical protein
PMG11_06184	CDHK01000005.1	1982193	1986866	-	hypothetical protein
PMG11_06185	CDHK01000005.1	1987026	1989107	+	hypothetical protein
PMG11_06186	CDHK01000005.1	1989446	1994702	+	hypothetical protein
PMG11_06187	CDHK01000005.1	1992320	1993138	-	Putative Rhamnogalacturonan acetylesterase RgaE
PMG11_06188	CDHK01000005.1	1993986	1994907	-	Putative Enoyl-CoA hydratase/isomerase family protein
PMG11_06189	CDHK01000005.1	1995926	1996906	-	hypothetical protein
PMG11_06190	CDHK01000005.1	1997662	1998036	-	Putative DNA repair protein Rex1
PMG11_06191	CDHK01000005.1	1998220	2000347	-	hypothetical protein
PMG11_06192	CDHK01000005.1	2000887	2002715	-	Putative Function: ttuB of A. vitis facilitates the cellular uptake of tartrate
PMG11_06193	CDHK01000005.1	2003977	2004364	+	hypothetical protein
PMG11_06194	CDHK01000005.1	2004865	2007406	-	hypothetical protein
PMG11_06195	CDHK01000005.1	2008041	2009468	-	Putative C4-dicarboxylate transporter/malic acid transport protein
PMG11_06196	CDHK01000005.1	2010190	2011194	+	hypothetical protein
PMG11_06197	CDHK01000005.1	2012989	2013849	+	hypothetical protein
PMG11_06198	CDHK01000005.1	2013883	2014995	+	hypothetical protein
PMG11_06199	CDHK01000005.1	2015882	2017661	-	Putative Synaptic vesicle transporter SVOP
PMG11_06200	CDHK01000005.1	2018425	2019467	-	Putative Synaptic vesicle transporter SVOP and related transporters
PMG11_06201	CDHK01000005.1	2020428	2022170	-	hypothetical protein
PMG11_06202	CDHK01000005.1	2022663	2023724	+	hypothetical protein
PMG11_06203	CDHK01000005.1	2024330	2025750	-	hypothetical protein
PMG11_06204	CDHK01000005.1	2026473	2027609	+	hypothetical protein
PMG11_06205	CDHK01000005.1	2028790	2030001	+	hypothetical protein
PMG11_06206	CDHK01000005.1	2030310	2031045	-	hypothetical protein
PMG11_06207	CDHK01000005.1	2032083	2035364	-	hypothetical protein
PMG11_06208	CDHK01000005.1	2035741	2038403	-	hypothetical protein
PMG11_06209	CDHK01000005.1	2038975	2040159	-	Putative Arabinan endo-1,5-alpha-L-arabinosidase
PMG11_06210	CDHK01000005.1	2040566	2043526	-	hypothetical protein
PMG11_06211	CDHK01000005.1	2043994	2046362	-	Putative Amine oxidase
PMG11_06212	CDHK01000005.1	2047127	2049005	+	hypothetical protein
PMG11_06213	CDHK01000005.1	2049306	2050307	+	hypothetical protein
PMG11_06214	CDHK01000005.1	2051275	2054295	+	hypothetical protein
PMG11_06215	CDHK01000005.1	2054968	2056546	+	Putative Glutathione-dependent formaldehyde dehydrogenase
PMG11_06216	CDHK01000005.1	2057090	2057695	-	Putative Cupin domain protein
PMG11_06217	CDHK01000005.1	2060551	2061396	+	hypothetical protein
PMG11_06218	CDHK01000005.1	2064590	2065820	+	Putative Peptidase family T4
PMG11_06219	CDHK01000005.1	2069496	2071306	+	hypothetical protein
PMG11_06220	CDHK01000005.1	2076562	2077588	+	hypothetical protein
PMG11_06221	CDHK01000005.1	2126945	2127418	-	hypothetical protein
PMG11_06222	CDHK01000005.1	2169822	2170457	-	Putative HHE domain protein
PMG11_06223	CDHK01000005.1	2173658	2174010	+	hypothetical protein
PMG11_06224	CDHK01000005.1	2174270	2177893	-	hypothetical protein
PMG11_06225	CDHK01000005.1	2177994	2180312	+	hypothetical protein
PMG11_06226	CDHK01000005.1	2181037	2184972	+	Putative Kinetoplast-associated protein kap
PMG11_06227	CDHK01000005.1	2183881	2188673	-	hypothetical protein
PMG11_06228	CDHK01000005.1	2188827	2190078	+	hypothetical protein
PMG11_06229	CDHK01000005.1	2190584	2191774	+	Putative Diacylglycerol o-acyltransferase
PMG11_06230	CDHK01000005.1	2192144	2195134	-	Putative Kinesin family protein
PMG11_06231	CDHK01000005.1	2197459	2198722	-	Putative CMGC/CDK/CDK7 protein kinase
PMG11_06232	CDHK01000005.1	2198928	2200078	+	hypothetical protein
PMG11_06233	CDHK01000005.1	2200193	2202683	-	Putative Cytochrome P450, family 51 (Sterol 14-demethylase)
PMG11_06234	CDHK01000005.1	2203561	2205791	-	Putative Cell-cycle checkpoint serine-threonine kinase (Eurofung)
PMG11_06235	CDHK01000005.1	2206450	2212967	+	hypothetical protein
PMG11_06236	CDHK01000005.1	2213377	2215395	-	hypothetical protein
PMG11_06237	CDHK01000005.1	2215713	2220024	+	Putative Adenosinetriphosphatase
PMG11_06238	CDHK01000005.1	2220338	2222899	+	hypothetical protein
PMG11_06239	CDHK01000005.1	2223259	2227849	+	Putative ARF GTPase activator
PMG11_06240	CDHK01000005.1	2233057	2235398	+	hypothetical protein
PMG11_06241	CDHK01000005.1	2235413	2237628	+	hypothetical protein
PMG11_06242	CDHK01000005.1	2238860	2243415	-	hypothetical protein
PMG11_06243	CDHK01000005.1	2239795	2240574	+	hypothetical protein
PMG11_06244	CDHK01000005.1	2244274	2245404	-	Putative Pirin
PMG11_06245	CDHK01000005.1	2246207	2248221	+	hypothetical protein
PMG11_06246	CDHK01000005.1	2248613	2253506	+	hypothetical protein
PMG11_06247	CDHK01000005.1	2253847	2256105	-	Putative Fungal specific transcription factor domain protein
PMG11_06248	CDHK01000005.1	2256462	2257552	-	Putative (2R)-phospho-3-sulfolactate synthase
PMG11_06249	CDHK01000005.1	2258940	2261150	+	Putative Integral membrane protein
PMG11_06250	CDHK01000005.1	2261416	2264882	+	hypothetical protein
PMG11_06251	CDHK01000005.1	2265408	2266775	-	hypothetical protein
PMG11_06252	CDHK01000005.1	2267123	2269647	-	hypothetical protein
PMG11_06253	CDHK01000005.1	2270045	2271031	+	Putative Esterase/lipase
PMG11_06254	CDHK01000005.1	2272601	2274805	+	Putative Pre-mRNA splicing factor
PMG11_06255	CDHK01000005.1	2275123	2275971	+	Putative J-type chaperone
PMG11_06256	CDHK01000005.1	2276510	2280118	+	hypothetical protein
PMG11_06257	CDHK01000005.1	2280717	2283685	+	hypothetical protein
PMG11_06258	CDHK01000005.1	2285792	2286310	-	hypothetical protein
PMG11_06259	CDHK01000005.1	2286984	2288198	-	Putative RNA-3'-phosphate cyclase
PMG11_06260	CDHK01000005.1	2288472	2289187	+	Putative 3-hydroxyanthranilate 3,4-dioxygenase 1
PMG11_06261	CDHK01000005.1	2289980	2291992	-	Putative Noc1p protein
PMG11_06262	CDHK01000005.1	2292653	2294099	+	Putative Serine/threonine protein kinase
PMG11_06263	CDHK01000005.1	2294551	2295907	+	hypothetical protein
PMG11_06264	CDHK01000005.1	2296853	2299164	+	Putative MFS transporter
PMG11_06265	CDHK01000005.1	2299804	2300817	+	Putative Beta-1,4-xylosidase
PMG11_06266	CDHK01000005.1	2301626	2302237	-	hypothetical protein
PMG11_06267	CDHK01000005.1	2303068	2305826	-	Putative Oligopeptidase family protein
PMG11_06268	CDHK01000005.1	2306127	2313149	-	Putative RNA-dependent ATPase RNA helicase
PMG11_06269	CDHK01000005.1	2313228	2316603	+	Putative Mismatch repair ATPase
PMG11_06270	CDHK01000005.1	2317483	2318518	-	hypothetical protein
PMG11_06271	CDHK01000005.1	2320511	2322352	-	Putative Protein subunit of nuclear ribonuclease P
PMG11_06272	CDHK01000005.1	2322280	2324639	+	Putative Casein kinase II subunit alpha
PMG11_06273	CDHK01000005.1	2325078	2328479	+	Putative Valyl-tRNA synthetase
PMG11_06274	CDHK01000005.1	2328875	2329731	+	hypothetical protein
PMG11_06275	CDHK01000005.1	2330973	2332281	+	Putative Valyl-tRNA synthetase, mitochondrial
PMG11_06276	CDHK01000005.1	2332404	2334143	+	Putative Peroxisomal protein
PMG11_06277	CDHK01000005.1	2335071	2335770	-	hypothetical protein
PMG11_06278	CDHK01000005.1	2335752	2338579	-	hypothetical protein
PMG11_06279	CDHK01000005.1	2338731	2340765	-	hypothetical protein
PMG11_06280	CDHK01000005.1	2341943	2346051	+	hypothetical protein
PMG11_06281	CDHK01000005.1	2343469	2346396	-	Putative RING finger domain-containing protein
PMG11_06282	CDHK01000005.1	2347373	2348428	+	hypothetical protein
PMG11_06283	CDHK01000005.1	2348648	2350325	-	hypothetical protein
PMG11_06284	CDHK01000005.1	2350678	2351706	-	hypothetical protein
PMG11_06285	CDHK01000005.1	2352840	2354675	+	hypothetical protein
PMG11_06286	CDHK01000005.1	2354716	2356729	+	Putative MFS transporter
PMG11_06287	CDHK01000005.1	2358125	2358996	+	hypothetical protein
PMG11_06288	CDHK01000005.1	2360402	2362333	-	hypothetical protein
PMG11_06289	CDHK01000005.1	2362876	2364810	-	hypothetical protein
PMG11_06290	CDHK01000005.1	2365534	2367236	-	hypothetical protein
PMG11_06291	CDHK01000005.1	2368150	2369394	+	Putative Short chain dehydrogenase
PMG11_06292	CDHK01000005.1	2369771	2370458	-	hypothetical protein
PMG11_06293	CDHK01000005.1	2373143	2374541	+	hypothetical protein
PMG11_06294	CDHK01000005.1	2375491	2376574	+	Putative PX domain protein
PMG11_06295	CDHK01000005.1	2377055	2380152	-	hypothetical protein
PMG11_06296	CDHK01000005.1	2385507	2387692	+	Putative PLC-C group protein Nfis3
PMG11_06297	CDHK01000005.1	2392454	2393195	-	hypothetical protein
PMG11_06298	CDHK01000005.1	2396283	2398712	-	Putative Extracellular serine-threonine rich protein
PMG11_06299	CDHK01000005.1	2401065	2402437	+	hypothetical protein
PMG11_06300	CDHK01000005.1	2402817	2403857	-	hypothetical protein
PMG11_06301	CDHK01000005.1	2404369	2405393	+	hypothetical protein
PMG11_06302	CDHK01000005.1	2405823	2407198	-	hypothetical protein
PMG11_06303	CDHK01000005.1	2409549	2410225	+	hypothetical protein
PMG11_06304	CDHK01000005.1	2412348	2417015	+	hypothetical protein
PMG11_06305	CDHK01000005.1	2417338	2419234	+	hypothetical protein
PMG11_06306	CDHK01000005.1	2418734	2422689	-	hypothetical protein
PMG11_06307	CDHK01000005.1	2422602	2424414	+	hypothetical protein
PMG11_06308	CDHK01000005.1	2424413	2426430	-	Putative Aldehyde dehydrogenase
PMG11_06309	CDHK01000005.1	2427026	2427967	+	hypothetical protein
PMG11_06310	CDHK01000005.1	2430347	2435121	+	Putative LEA domain protein
PMG11_06311	CDHK01000005.1	2434543	2435813	-	hypothetical protein
PMG11_06312	CDHK01000005.1	2436711	2437990	-	Putative Mitochondrial thiamine pyrophosphate carrier 1
PMG11_06313	CDHK01000005.1	2438043	2440124	+	hypothetical protein
PMG11_06314	CDHK01000005.1	2440381	2441287	-	Putative Glutaredoxin-related protein
PMG11_06315	CDHK01000005.1	2441661	2446355	+	Putative 3'-5' exonuclease
PMG11_06316	CDHK01000005.1	2444457	2445986	-	hypothetical protein
PMG11_06317	CDHK01000005.1	2447594	2450972	+	hypothetical protein
PMG11_06318	CDHK01000005.1	2448074	2451337	-	hypothetical protein
PMG11_06319	CDHK01000005.1	2451571	2453189	+	Putative L-allo-threonine aldolase
PMG11_06320	CDHK01000005.1	2453298	2457698	+	hypothetical protein
PMG11_06321	CDHK01000005.1	2458256	2459335	-	hypothetical protein
PMG11_06322	CDHK01000005.1	2460042	2461882	+	hypothetical protein
PMG11_06323	CDHK01000005.1	2462283	2463800	-	hypothetical protein
PMG11_06324	CDHK01000005.1	2464260	2466704	-	hypothetical protein
PMG11_06325	CDHK01000005.1	2467758	2468630	+	hypothetical protein
PMG11_06326	CDHK01000005.1	2468947	2470554	+	hypothetical protein
PMG11_06327	CDHK01000005.1	2471654	2473832	+	hypothetical protein
PMG11_06328	CDHK01000005.1	2474168	2474674	+	Putative NADH-ubiquinone oxidoreductase 12 kDa subunit
PMG11_06329	CDHK01000005.1	2475159	2476811	-	hypothetical protein
PMG11_06330	CDHK01000005.1	2477144	2478870	-	Putative MFS multidrug transporter
PMG11_06331	CDHK01000005.1	2480420	2481958	-	Putative Bromodomain associated domain protein
PMG11_06332	CDHK01000005.1	2482417	2483799	+	Putative Transcription initiation factor TFIID subunit 7
PMG11_06333	CDHK01000005.1	2484139	2484738	+	hypothetical protein
PMG11_06334	CDHK01000005.1	2485689	2486830	+	Putative Enoyl-CoA hydratase/isomerase family protein
PMG11_06335	CDHK01000005.1	2486945	2488492	-	hypothetical protein
PMG11_06336	CDHK01000005.1	2492036	2492326	-	hypothetical protein
PMG11_06337	CDHK01000005.1	2492762	2493547	-	hypothetical protein
PMG11_06338	CDHK01000005.1	2494258	2496322	+	hypothetical protein
PMG11_06339	CDHK01000005.1	2496403	2498064	-	hypothetical protein
PMG11_06340	CDHK01000005.1	2498749	2500344	+	hypothetical protein
PMG11_06341	CDHK01000005.1	2508753	2511838	+	hypothetical protein
PMG11_06342	CDHK01000005.1	2512020	2516890	+	hypothetical protein
PMG11_06343	CDHK01000005.1	2520194	2520688	-	hypothetical protein
PMG11_06344	CDHK01000005.1	2522515	2524944	+	hypothetical protein
PMG11_06345	CDHK01000005.1	2526118	2528159	+	hypothetical protein
PMG11_06346	CDHK01000005.1	2528253	2529657	-	hypothetical protein
PMG11_06347	CDHK01000005.1	2532545	2538451	-	Putative Kinesin family protein
PMG11_06348	CDHK01000005.1	2543978	2544972	+	hypothetical protein
PMG11_06349	CDHK01000005.1	2545443	2546528	+	Putative CCAAT-binding transcription factor subunit HAPB
PMG11_06350	CDHK01000005.1	2547651	2549026	-	hypothetical protein
PMG11_06351	CDHK01000005.1	2549707	2556729	+	Putative Remark: a splice site was detected upstream of the START codon
PMG11_06352	CDHK01000005.1	2554439	2556205	-	hypothetical protein
PMG11_06353	CDHK01000005.1	2556935	2559613	+	hypothetical protein
PMG11_06354	CDHK01000005.1	2566035	2567038	+	hypothetical protein
PMG11_06355	CDHK01000005.1	2567227	2569417	+	Putative Cytochrome P450 71A20
PMG11_06356	CDHK01000005.1	2571570	2575483	-	hypothetical protein
PMG11_06357	CDHK01000005.1	2577520	2580730	-	Putative Eukaryotic translation initiation factor 3 subunit D
PMG11_06358	CDHK01000005.1	2577608	2578507	+	hypothetical protein
PMG11_06359	CDHK01000005.1	2581535	2581953	+	hypothetical protein
